token
"[3.015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.065, 0.066, 0.067, 0.068, 0.068, 0.064, 0.06, 0.057, 0.055, 0.052, 0.05, 0.048, 0.047, 0.045, 0.044, 0.043, 0.041, 0.04, 0.039, 0.039, 0.038, 0.037, 0.036, 0.036, 0.035, 0.035, 0.035, 0.034, 0.031, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.034, 0.034, 0.034, 0.035, 0.035, 0.035, 0.036, 0.036, 0.037, 0.038, 0.038, 0.039, 0.04, 0.041, 0.042, 0.043, 0.045, 0.046, 0.048, 0.05, 0.052, 0.054, 0.054, 1.0, 1.0, 1.0, 1.0, 0.045, 0.042, 0.042, 0.041, 0.041, 0.05, 0.043, 0.043, 0.042, 0.042, 0.042, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.042, 0.042, 0.042, 0.042, 0.043, 0.043, 0.053, 0.054, 0.055, 0.054, 0.054, 0.053, 0.053, 0.052, 0.052, 0.053, 0.055, 0.056, 0.058, 0.058, 0.056, 0.054, 0.053, 0.051, 0.05, 0.048, 0.047, 0.046, 0.045, 0.045, 0.044, 0.043, 0.043, 0.042, 0.042, 0.041, 0.041, 0.041, 0.04, 0.04, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.034, 0.034, 0.041, 0.042, 0.042, 0.043, 0.043, 0.044, 0.045, 0.046, 0.047, 0.048, 0.049, 0.05, 0.051, 0.053, 0.055, 0.057, 0.059, 0.061, 0.064, 0.067, 0.07, 0.073, 0.071, 0.069, 0.068, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.16, 0.16, 0]"
"[3.015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.065, 0.066, 0.067, 0.068, 0.068, 0.064, 0.06, 0.057, 0.055, 0.052, 0.05, 0.048, 0.047, 0.045, 0.044, 0.043, 0.041, 0.04, 0.039, 0.039, 0.038, 0.037, 0.036, 0.036, 0.035, 0.035, 0.035, 0.034, 0.031, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.034, 0.034, 0.034, 0.035, 0.035, 0.035, 0.036, 0.036, 0.037, 0.038, 0.038, 0.039, 0.04, 0.041, 0.042, 0.043, 0.045, 0.046, 0.048, 0.05, 0.052, 0.054, 0.054, 1.0, 1.0, 1.0, 1.0, 0.045, 0.042, 0.042, 0.041, 0.041, 0.05, 0.043, 0.043, 0.042, 0.042, 0.042, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.042, 0.042, 0.042, 0.042, 0.043, 0.043, 0.053, 0.054, 0.055, 0.054, 0.054, 0.053, 0.053, 0.052, 0.052, 0.053, 0.055, 0.056, 0.058, 0.058, 0.056, 0.054, 0.053, 0.051, 0.05, 0.048, 0.047, 0.046, 0.045, 0.045, 0.044, 0.043, 0.043, 0.042, 0.042, 0.041, 0.041, 0.041, 0.04, 0.04, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.034, 0.034, 0.041, 0.042, 0.042, 0.043, 0.043, 0.044, 0.045, 0.046, 0.047, 0.048, 0.049, 0.05, 0.051, 0.053, 0.055, 0.057, 0.059, 0.061, 0.064, 0.067, 0.07, 0.073, 0.071, 0.069, 0.068, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, -0.01, -0.01, 0]"
"[3.015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.065, 0.066, 0.067, 0.068, 0.068, 0.064, 0.06, 0.057, 0.055, 0.052, 0.05, 0.048, 0.047, 0.045, 0.044, 0.043, 0.041, 0.04, 0.039, 0.039, 0.038, 0.037, 0.036, 0.036, 0.035, 0.035, 0.035, 0.034, 0.031, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.034, 0.034, 0.034, 0.035, 0.035, 0.035, 0.036, 0.036, 0.037, 0.038, 0.038, 0.039, 0.04, 0.041, 0.042, 0.043, 0.045, 0.046, 0.048, 0.05, 0.052, 0.054, 0.054, 1.0, 1.0, 1.0, 1.0, 0.045, 0.042, 0.042, 0.041, 0.041, 0.05, 0.043, 0.043, 0.042, 0.042, 0.042, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.042, 0.042, 0.042, 0.042, 0.043, 0.043, 0.053, 0.054, 0.055, 0.054, 0.054, 0.053, 0.053, 0.052, 0.052, 0.053, 0.055, 0.056, 0.058, 0.058, 0.056, 0.054, 0.053, 0.051, 0.05, 0.048, 0.047, 0.046, 0.045, 0.045, 0.044, 0.043, 0.043, 0.042, 0.042, 0.041, 0.041, 0.041, 0.04, 0.04, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.034, 0.034, 0.041, 0.042, 0.042, 0.043, 0.043, 0.044, 0.045, 0.046, 0.047, 0.048, 0.049, 0.05, 0.051, 0.053, 0.055, 0.057, 0.059, 0.061, 0.064, 0.067, 0.07, 0.073, 0.071, 0.069, 0.068, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, -0.01, -0.01, 0]"
"[3.015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.065, 0.066, 0.067, 0.068, 0.068, 0.064, 0.06, 0.057, 0.055, 0.052, 0.05, 0.048, 0.047, 0.045, 0.044, 0.043, 0.041, 0.04, 0.039, 0.039, 0.038, 0.037, 0.036, 0.036, 0.035, 0.035, 0.035, 0.034, 0.031, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.034, 0.034, 0.034, 0.035, 0.035, 0.035, 0.036, 0.036, 0.037, 0.038, 0.038, 0.039, 0.04, 0.041, 0.042, 0.043, 0.045, 0.046, 0.048, 0.05, 0.052, 0.054, 0.054, 1.0, 1.0, 1.0, 1.0, 0.045, 0.042, 0.042, 0.041, 0.041, 0.05, 0.043, 0.043, 0.042, 0.042, 0.042, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.042, 0.042, 0.042, 0.042, 0.043, 0.043, 0.053, 0.054, 0.055, 0.054, 0.054, 0.053, 0.053, 0.052, 0.052, 0.053, 0.055, 0.056, 0.058, 0.058, 0.056, 0.054, 0.053, 0.051, 0.05, 0.048, 0.047, 0.046, 0.045, 0.045, 0.044, 0.043, 0.043, 0.042, 0.042, 0.041, 0.041, 0.041, 0.04, 0.04, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.034, 0.034, 0.041, 0.042, 0.042, 0.043, 0.043, 0.044, 0.045, 0.046, 0.047, 0.048, 0.049, 0.05, 0.051, 0.053, 0.055, 0.057, 0.059, 0.061, 0.064, 0.067, 0.07, 0.073, 0.071, 0.069, 0.068, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, -0.01, -0.01, 0]"
"[3.015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.065, 0.066, 0.067, 0.068, 0.068, 0.064, 0.06, 0.057, 0.055, 0.052, 0.05, 0.048, 0.047, 0.045, 0.044, 0.043, 0.041, 0.04, 0.039, 0.039, 0.038, 0.037, 0.036, 0.036, 0.035, 0.035, 0.035, 0.034, 0.031, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.034, 0.034, 0.034, 0.035, 0.035, 0.035, 0.036, 0.036, 0.037, 0.038, 0.038, 0.039, 0.04, 0.041, 0.042, 0.043, 0.045, 0.046, 0.048, 0.05, 0.052, 0.054, 0.054, 1.0, 1.0, 1.0, 1.0, 0.045, 0.042, 0.042, 0.041, 0.041, 0.05, 0.043, 0.043, 0.042, 0.042, 0.042, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.042, 0.042, 0.042, 0.042, 0.043, 0.043, 0.053, 0.054, 0.055, 0.054, 0.054, 0.053, 0.053, 0.052, 0.052, 0.053, 0.055, 0.056, 0.058, 0.058, 0.056, 0.054, 0.053, 0.051, 0.05, 0.048, 0.047, 0.046, 0.045, 0.045, 0.044, 0.043, 0.043, 0.042, 0.042, 0.041, 0.041, 0.041, 0.04, 0.04, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.034, 0.034, 0.041, 0.042, 0.042, 0.043, 0.043, 0.044, 0.045, 0.046, 0.047, 0.048, 0.049, 0.05, 0.051, 0.053, 0.055, 0.057, 0.059, 0.061, 0.064, 0.067, 0.07, 0.073, 0.071, 0.069, 0.068, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, -0.01, -0.01, 0]"
"[3.024, 0.229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.065, 0.066, 0.067, 0.068, 0.068, 0.064, 0.06, 0.057, 0.055, 0.052, 0.05, 0.048, 0.047, 0.045, 0.044, 0.043, 0.041, 0.04, 0.039, 0.039, 0.038, 0.037, 0.036, 0.036, 0.035, 0.035, 0.035, 0.034, 0.031, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.034, 0.034, 0.034, 0.035, 0.035, 0.035, 0.036, 0.036, 0.037, 0.038, 0.038, 0.039, 0.04, 0.041, 0.042, 0.043, 0.045, 0.046, 0.048, 0.05, 0.052, 0.054, 0.054, 1.0, 1.0, 1.0, 1.0, 0.045, 0.042, 0.042, 0.041, 0.041, 0.05, 0.043, 0.043, 0.042, 0.042, 0.042, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.042, 0.042, 0.042, 0.042, 0.043, 0.043, 0.053, 0.054, 0.055, 0.054, 0.054, 0.053, 0.053, 0.052, 0.052, 0.053, 0.055, 0.056, 0.058, 0.058, 0.056, 0.054, 0.053, 0.051, 0.05, 0.048, 0.047, 0.046, 0.045, 0.045, 0.044, 0.043, 0.043, 0.042, 0.042, 0.041, 0.041, 0.041, 0.04, 0.04, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.034, 0.034, 0.041, 0.042, 0.042, 0.043, 0.043, 0.044, 0.045, 0.046, 0.047, 0.048, 0.049, 0.05, 0.051, 0.053, 0.055, 0.057, 0.059, 0.061, 0.064, 0.067, 0.07, 0.073, 0.071, 0.069, 0.068, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, -1.59, 9.38, 1]"
"[3.024, 0.229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.065, 0.066, 0.067, 0.068, 0.067, 0.063, 0.06, 0.057, 0.055, 0.052, 0.05, 0.048, 0.047, 0.045, 0.044, 0.042, 0.041, 0.04, 0.039, 0.038, 0.038, 0.037, 0.036, 0.036, 0.035, 0.035, 0.035, 0.034, 0.031, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.034, 0.034, 0.034, 0.035, 0.035, 0.035, 0.036, 0.036, 0.037, 0.038, 0.038, 0.039, 0.04, 0.041, 0.042, 0.044, 0.045, 0.047, 0.048, 0.05, 0.052, 0.054, 0.054, 1.0, 1.0, 1.0, 1.0, 0.045, 0.042, 0.042, 0.041, 0.041, 0.044, 0.043, 0.043, 0.042, 0.042, 0.042, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.042, 0.042, 0.042, 0.043, 0.043, 0.043, 0.053, 0.054, 0.055, 0.054, 0.054, 0.053, 0.053, 0.052, 0.052, 0.053, 0.055, 0.057, 0.059, 0.058, 0.056, 0.054, 0.052, 0.051, 0.05, 0.048, 0.047, 0.046, 0.045, 0.044, 0.044, 0.043, 0.042, 0.042, 0.042, 0.041, 0.041, 0.041, 0.04, 0.04, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.034, 0.034, 0.041, 0.042, 0.042, 0.043, 0.043, 0.044, 0.045, 0.046, 0.047, 0.048, 0.049, 0.05, 0.052, 0.053, 0.055, 0.057, 0.059, 0.061, 0.064, 0.067, 0.07, 0.072, 0.071, 0.069, 0.067, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, -1.59, 9.38, 1]"
"[3.024, 0.229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.065, 0.066, 0.067, 0.068, 0.067, 0.063, 0.06, 0.057, 0.055, 0.052, 0.05, 0.048, 0.047, 0.045, 0.044, 0.042, 0.041, 0.04, 0.039, 0.038, 0.038, 0.037, 0.036, 0.036, 0.035, 0.035, 0.035, 0.034, 0.031, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.034, 0.034, 0.034, 0.035, 0.035, 0.035, 0.036, 0.036, 0.037, 0.038, 0.038, 0.039, 0.04, 0.041, 0.042, 0.044, 0.045, 0.047, 0.048, 0.05, 0.052, 0.054, 0.054, 1.0, 1.0, 1.0, 1.0, 0.045, 0.042, 0.042, 0.041, 0.041, 0.044, 0.043, 0.043, 0.042, 0.042, 0.042, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.042, 0.042, 0.042, 0.043, 0.043, 0.043, 0.053, 0.054, 0.055, 0.054, 0.054, 0.053, 0.053, 0.052, 0.052, 0.053, 0.055, 0.057, 0.059, 0.058, 0.056, 0.054, 0.052, 0.051, 0.05, 0.048, 0.047, 0.046, 0.045, 0.044, 0.044, 0.043, 0.042, 0.042, 0.042, 0.041, 0.041, 0.041, 0.04, 0.04, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.034, 0.034, 0.041, 0.042, 0.042, 0.043, 0.043, 0.044, 0.045, 0.046, 0.047, 0.048, 0.049, 0.05, 0.052, 0.053, 0.055, 0.057, 0.059, 0.061, 0.064, 0.067, 0.07, 0.072, 0.071, 0.069, 0.067, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, -1.59, 9.38, 1]"
"[3.024, 0.229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.065, 0.066, 0.067, 0.068, 0.067, 0.063, 0.06, 0.057, 0.055, 0.052, 0.05, 0.048, 0.047, 0.045, 0.044, 0.042, 0.041, 0.04, 0.039, 0.038, 0.038, 0.037, 0.036, 0.036, 0.035, 0.035, 0.035, 0.034, 0.031, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.034, 0.034, 0.034, 0.035, 0.035, 0.035, 0.036, 0.036, 0.037, 0.038, 0.038, 0.039, 0.04, 0.041, 0.042, 0.044, 0.045, 0.047, 0.048, 0.05, 0.052, 0.054, 0.054, 1.0, 1.0, 1.0, 1.0, 0.045, 0.042, 0.042, 0.041, 0.041, 0.044, 0.043, 0.043, 0.042, 0.042, 0.042, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.042, 0.042, 0.042, 0.043, 0.043, 0.043, 0.053, 0.054, 0.055, 0.054, 0.054, 0.053, 0.053, 0.052, 0.052, 0.053, 0.055, 0.057, 0.059, 0.058, 0.056, 0.054, 0.052, 0.051, 0.05, 0.048, 0.047, 0.046, 0.045, 0.044, 0.044, 0.043, 0.042, 0.042, 0.042, 0.041, 0.041, 0.041, 0.04, 0.04, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.034, 0.034, 0.041, 0.042, 0.042, 0.043, 0.043, 0.044, 0.045, 0.046, 0.047, 0.048, 0.049, 0.05, 0.052, 0.053, 0.055, 0.057, 0.059, 0.061, 0.064, 0.067, 0.07, 0.072, 0.071, 0.069, 0.067, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, -1.59, 9.38, 1]"
"[3.024, 0.229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.065, 0.066, 0.067, 0.068, 0.067, 0.063, 0.06, 0.057, 0.055, 0.052, 0.05, 0.048, 0.047, 0.045, 0.044, 0.042, 0.041, 0.04, 0.039, 0.038, 0.038, 0.037, 0.036, 0.036, 0.035, 0.035, 0.035, 0.034, 0.031, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.034, 0.034, 0.034, 0.035, 0.035, 0.035, 0.036, 0.036, 0.037, 0.038, 0.038, 0.039, 0.04, 0.041, 0.042, 0.044, 0.045, 0.047, 0.048, 0.05, 0.052, 0.054, 0.054, 1.0, 1.0, 1.0, 1.0, 0.045, 0.042, 0.042, 0.041, 0.041, 0.044, 0.043, 0.043, 0.042, 0.042, 0.042, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.042, 0.042, 0.042, 0.043, 0.043, 0.043, 0.053, 0.054, 0.055, 0.054, 0.054, 0.053, 0.053, 0.052, 0.052, 0.053, 0.055, 0.057, 0.059, 0.058, 0.056, 0.054, 0.052, 0.051, 0.05, 0.048, 0.047, 0.046, 0.045, 0.044, 0.044, 0.043, 0.042, 0.042, 0.042, 0.041, 0.041, 0.041, 0.04, 0.04, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.034, 0.034, 0.041, 0.042, 0.042, 0.043, 0.043, 0.044, 0.045, 0.046, 0.047, 0.048, 0.049, 0.05, 0.052, 0.053, 0.055, 0.057, 0.059, 0.061, 0.064, 0.067, 0.07, 0.072, 0.071, 0.069, 0.067, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, -1.59, 9.38, 1]"
